0	0	0
1	0	1
2	0	0
3	0	1
4	0	0
0	1	0
1	1	1
2	1	1
3	1	0
4	1	1
0	2	0
1	2	1
2	2	0
3	2	0
4	2	0
0	3	0
1	3	1
2	3	1
4	3	0
0	4	0
1	4	1
2	4	1
3	4	0
4	4	1
5	1	1
6	1	0
7	1	1
8	1	1
9	1	1
5	5	0
6	5	0
7	5	0
8	5	0
9	5	0
5	4	1
6	4	0
7	4	1
8	4	1
9	4	1
5	3	1
6	3	0
7	3	1
8	3	1
9	3	1
5	6	1
6	6	0
7	6	1
8	6	1
9	6	1
10	7	0
11	7	1
12	7	0
13	7	1
14	7	1
10	5	0
11	5	1
12	5	0
13	5	0
14	5	1
10	8	0
11	8	0
12	8	0
13	8	1
14	8	1
10	9	0
11	9	1
12	9	0
13	9	1
14	9	1
10	10	0
11	10	0
12	10	0
13	10	1
14	10	1
15	11	0
16	11	0
17	11	0
18	11	0
19	11	1
15	12	0
16	12	0
17	12	0
18	12	0
19	12	1
15	13	1
16	13	0
17	13	0
18	13	0
19	13	1
15	5	0
16	5	0
17	5	0
18	5	0
19	5	0
15	6	0
16	6	0
17	6	0
18	6	0
19	6	1
20	6	0
21	6	0
22	6	1
23	6	0
24	6	0
20	14	0
21	14	0
22	14	1
23	14	0
24	14	1
20	9	0
21	9	0
22	9	1
23	9	0
24	9	0
20	5	0
21	5	0
22	5	1
23	5	0
24	5	0
20	15	0
21	15	0
22	15	1
23	15	0
24	15	0
25	4	1
26	4	1
27	4	0
28	4	0
29	4	1
25	5	1
26	5	1
27	5	0
28	5	0
29	5	1
25	16	1
26	16	1
27	16	0
28	16	0
29	16	1
25	14	1
26	14	1
27	14	0
28	14	0
29	14	1
25	7	1
26	7	1
27	7	0
28	7	0
29	7	1
30	6	0
31	6	0
32	6	1
33	6	0
34	6	1
30	13	0
31	13	0
32	13	1
33	13	0
34	13	1
30	17	0
31	17	0
32	17	1
33	17	0
34	17	1
30	12	0
31	12	0
32	12	1
33	12	0
34	12	1
30	5	0
31	5	0
32	5	1
33	5	0
34	5	1
35	6	1
36	6	0
37	6	0
38	6	1
39	6	1
35	5	0
36	5	0
37	5	0
38	5	1
39	5	1
35	18	1
36	18	0
37	18	0
38	18	0
39	18	1
35	19	1
36	19	1
37	19	0
38	19	0
39	19	0
35	14	0
36	14	0
37	14	0
38	14	0
39	14	1
40	20	0
41	20	0
42	20	0
43	20	0
44	20	1
40	5	1
41	5	0
42	5	0
43	5	0
44	5	1
40	4	1
41	4	0
42	4	0
43	4	0
44	4	1
40	21	1
41	21	0
42	21	0
43	21	0
44	21	0
40	9	1
41	9	0
42	9	0
43	9	0
44	9	1
45	1	1
46	1	0
47	1	0
48	1	1
49	1	1
45	22	0
46	22	0
47	22	1
48	22	1
49	22	0
45	15	1
46	15	0
47	15	0
48	15	0
49	15	1
45	5	0
46	5	0
47	5	0
48	5	1
49	5	1
45	9	1
46	9	1
47	9	1
48	9	1
49	9	1
50	9	1
51	9	1
52	9	1
53	9	1
50	5	1
54	5	1
51	5	0
52	5	1
53	5	1
50	4	1
54	4	1
51	4	1
52	4	1
53	4	1
50	3	1
54	3	0
51	3	1
52	3	1
53	3	1
50	6	1
54	6	0
51	6	1
52	6	1
53	6	1
55	3	0
56	3	0
57	3	1
58	3	1
59	3	0
55	5	0
56	5	0
57	5	0
58	5	1
59	5	1
55	6	0
56	6	0
57	6	1
58	6	1
59	6	0
55	23	0
56	23	0
57	23	1
58	23	1
59	23	0
55	24	0
56	24	0
57	24	0
58	24	1
59	24	0
60	21	0
61	21	0
62	21	0
63	21	1
64	21	1
60	9	1
61	9	0
62	9	0
63	9	1
64	9	1
60	25	1
61	25	0
